Module,Transition,Spectrum_RelErr,Baseline_MSE,Baseline_MAE,Baseline_RelErr,Inner_MSE,Inner_MAE,Inner_RelErr,Ambient_MSE,Ambient_MAE,Ambient_RelErr,Drift_Ratio
Lang_L4.self_attn.o_proj,Stage1->Stage2,7.465884723993013e-05,6.21856107996181e-09,5.0712490525656184e-05,0.00330675993578737,3.1698900373879747e-12,1.4191176066478021e-06,7.465859512294478e-05,3.1698900373859625e-12,1.4191176066473742e-06,7.46585951229211e-05,1.0000000000006348
Lang_L4.self_attn.o_proj,Base->Stage2,7.794430398945691e-05,6.720448853051264e-09,5.337416866147554e-05,0.0034376119866410555,3.4550181275266047e-12,1.481391401253674e-06,7.794403420059384e-05,3.455018127523584e-12,1.4813914012530553e-06,7.794403420055975e-05,1.0000000000008744
Lang_L4.mlp.gate_proj,Base->Stage1,1.7566825693759443e-05,4.900801133862756e-10,9.580330609114847e-06,0.0011364532773490879,2.680751835050175e-10,9.256976059676933e-06,0.0008405167090481042,1.170985210825217e-13,2.24697893103819e-07,1.7566844237634907e-05,2289.31314440854
Lang_L4.mlp.gate_proj,Stage1->Stage2,5.287519016278196e-05,3.908962486536278e-09,3.441321812235276e-05,0.003209554329553905,2.189365945477966e-09,2.759741202253087e-05,0.0024020008654668983,1.0608837415191744e-12,6.828011457150306e-07,5.287469523146427e-05,2063.7190106644643
Lang_L4.mlp.gate_proj,Base->Stage2,5.361791033876916e-05,4.202068189605555e-09,3.623089986167978e-05,0.003327710431516488,2.3324486710335347e-09,2.8283931655341768e-05,0.00247924832152696,1.0908991271857337e-12,6.870439099721716e-07,5.36174650549271e-05,2138.09747657486
Lang_L4.mlp.up_proj,Base->Stage1,1.9973593033812965e-05,4.666170737426215e-10,9.109427244562563e-06,0.001139451388361917,2.6345585238883444e-10,9.460117996571726e-06,0.0008561885472133069,1.4337741317442456e-13,2.43108345952404e-07,1.9973577511519526e-05,1837.4989934316186
Lang_L4.mlp.up_proj,Stage1->Stage2,6.322031445309228e-05,3.5916034168686286e-09,3.284358696789715e-05,0.0031612383638794706,1.9644764397550616e-09,2.6650513557033004e-05,0.002337956724139545,1.4364229168841083e-12,8.69569925454098e-07,6.321996024392073e-05,1367.6170274534522
Lang_L4.mlp.up_proj,Base->Stage2,7.199511980046397e-05,3.8753960120320365e-09,3.4687650145535656e-05,0.00328375766667381,2.0910443155207703e-09,2.732474497597174e-05,0.002412096476147086,1.8628353229574914e-12,9.752047314041515e-07,7.199466047796909e-05,1122.5062622287876
Lang_L4.mlp.down_proj,Base->Stage1,2.276955486396464e-05,5.884947867944936e-10,1.1880072012433248e-05,0.0012999572953212117,2.8593900887035163e-10,1.0168976168521806e-05,0.0009061382835517558,1.8054738250477675e-13,2.8661865342122005e-07,2.2769493706236952e-05,1583.7338924743842
Lang_L4.mlp.down_proj,Stage1->Stage2,4.833346313037026e-05,3.86387618569335e-09,3.707017430629585e-05,0.003330961934728485,1.991917882002726e-09,2.7417098881059172e-05,0.002391628853277518,8.135425574263929e-13,5.887336920342737e-07,4.8333495784463884e-05,2448.449517261977
Lang_L4.mlp.down_proj,Base->Stage2,5.009106281714074e-05,4.205793127322196e-09,3.945760635658102e-05,0.0034752177559457882,2.1235903820573766e-09,2.802834298571702e-05,0.0024694113724450253,8.737810239373719e-13,5.611069835462911e-07,5.00909621170461e-05,2430.3461895844334
Lang_L5.self_attn.q_proj,Base->Stage1,2.2921890251477954e-05,9.025408502263035e-10,1.394937153850924e-05,0.00104480957115299,4.344032449589878e-13,5.240337071035303e-07,2.2921880224974062e-05,4.3440324495883177e-13,5.240337071034614e-07,2.2921880224969942e-05,1.000000000000359
Lang_L5.self_attn.q_proj,Stage1->Stage2,6.753608039788616e-05,7.155335053403588e-09,5.37216865691241e-05,0.002941840076536697,3.7710673311339555e-12,1.5328327738783771e-06,6.753613703433177e-05,3.771067331131239e-12,1.5328327738778477e-06,6.753613703430742e-05,1.0000000000007203
Lang_L5.self_attn.q_proj,Base->Stage2,6.983450962748893e-05,7.65988086723519e-09,5.621490360368207e-05,0.003043792764169126,4.032110068003486e-12,1.585236255893263e-06,6.983453764436402e-05,4.032110068001729e-12,1.5852362558929896e-06,6.98345376443488e-05,1.0000000000004357
Lang_L5.self_attn.k_proj,Base->Stage1,2.1302760644914422e-05,7.734766924053437e-10,1.2190098028774798e-05,0.0008073827475457019,6.309803805187279e-10,1.601671892258687e-05,0.0007292287410357252,5.384683888063574e-13,5.770021970460898e-07,2.130276397978084e-05,1171.8057988834687
Lang_L5.self_attn.k_proj,Stage1->Stage2,6.698080368422365e-05,6.596226649360303e-09,4.8972087448806434e-05,0.0023577929103476246,5.273524942790365e-09,5.259124516050412e-05,0.0021081833295732485,5.323398891308296e-12,1.8102623482825425e-06,6.698111573388747e-05,990.6311832841678
Lang_L5.self_attn.k_proj,Base->Stage2,7.273356613116113e-05,7.0258132835205525e-09,5.1150712184533376e-05,0.002433358934148212,5.580384503570848e-09,5.4507309718014864e-05,0.002168652337157234,6.277087759253927e-12,1.961738549768736e-06,7.273391636798701e-05,889.008520765705
Lang_L5.self_attn.v_proj,Base->Stage1,2.856117535565335e-05,7.238061790050772e-10,1.2281123201007826e-05,0.0011224324723832996,6.067126393991555e-10,1.5896193949619198e-05,0.0010276390538827194,4.686549729091941e-13,5.363777455231169e-07,2.856115027011563e-05,1294.5827409724534
Lang_L5.self_attn.v_proj,Stage1->Stage2,7.894210673882778e-05,5.849824303645201e-09,4.863245429298502e-05,0.0031909795458795586,4.816663343580002e-09,5.147364232285614e-05,0.002895514576056944,3.5802987415726614e-12,1.484496296144678e-06,7.894274835391117e-05,1345.3244243703145
Lang_L5.self_attn.v_proj,Base->Stage2,8.409189985918038e-05,6.295363697515564e-09,5.108266112335835e-05,0.003310266978997795,5.14140948775292e-09,5.358445082334956e-05,0.0029915323697445482,4.062649982454485e-12,1.5820967398036214e-06,8.409250947086038e-05,1265.5309982295578
Lang_L5.self_attn.o_proj,Base->Stage1,2.8069298593925906e-05,8.501468365885504e-10,1.3712810359712418e-05,0.001266039266445587,4.1789110529348536e-13,5.150643435161382e-07,2.806931199107007e-05,4.1789110529296615e-13,5.150643435158578e-07,2.8069311991052637e-05,1.0000000000012426
Lang_L5.self_attn.o_proj,Stage1->Stage2,7.582913295776089e-05,6.158931875609644e-09,5.074132551727631e-05,0.003407627709689094,3.0498028951440046e-12,1.391117439409576e-06,7.582899971870449e-05,3.0498028951455143e-12,1.3911174394098718e-06,7.582899971872323e-05,0.999999999999505
Lang_L5.self_attn.o_proj,Base->Stage2,7.90385954422322e-05,6.6670980677175735e-09,5.346076819994633e-05,0.0035454214068909974,3.313434840360307e-12,1.4498759844622898e-06,7.903849428788822e-05,3.313434840361481e-12,1.4498759844624906e-06,7.903849428790223e-05,0.9999999999996456
Lang_L5.mlp.gate_proj,Base->Stage1,1.2313250572872115e-05,6.236343013879843e-10,1.021915834290204e-05,0.0010081338340510687,4.5624485833204024e-10,1.3057710774341308e-05,0.0008622876872163265,9.303338708720148e-14,2.2007805251933464e-07,1.2313247514387345e-05,4904.098115920424
Lang_L5.mlp.gate_proj,Stage1->Stage2,3.772666634526298e-05,5.385471718499797e-09,4.1444319555049954e-05,0.002962532594242253,3.995839956949861e-09,4.254603998246872e-05,0.0025518509550221703,8.733543264803743e-13,6.796929018131259e-07,3.7726498625570674e-05,4575.279283327228
Lang_L5.mlp.gate_proj,Base->Stage2,4.1347193239437393e-05,5.75138942704909e-09,4.3541720583072434e-05,0.0030615238693967365,4.2477094106542304e-09,4.400883288229298e-05,0.0026310473364607088,1.0490240995856068e-12,7.385778372322087e-07,4.134699915400772e-05,4049.200978635469
Lang_L5.mlp.up_proj,Base->Stage1,1.1769295429746344e-05,6.178862449215381e-10,1.0235933036647814e-05,0.0010324747509741724,4.597696953911535e-10,1.330063023804406e-05,0.000890625955080941,8.02880536153786e-14,2.0758292431097542e-07,1.1769300213000696e-05,5726.5019475212175
Lang_L5.mlp.up_proj,Stage1->Stage2,3.5843937602977824e-05,4.943749368392888e-09,3.964167811733669e-05,0.0029204708276002124,3.6197422873569257e-09,4.110633584590453e-05,0.002498983999837137,7.446995181646898e-13,6.373970827142307e-07,3.584389415461199e-05,4860.674942126688
Lang_L5.mlp.up_proj,Base->Stage2,3.760966218653752e-05,5.3030511974307325e-09,4.1699979781089284e-05,0.0030247365884454665,3.865945089839051e-09,4.263930623952098e-05,0.0025825723106973598,8.198773065762493e-13,6.688333458123496e-07,3.7609631882997686e-05,4715.272710721765
Lang_L5.mlp.down_proj,Base->Stage1,1.4779382127410432e-05,6.861385932232606e-10,1.1373705092372492e-05,0.0011126930007909566,4.89657453261204e-10,1.402775674226973e-05,0.0009399735152039323,1.210527409254209e-13,2.4828959887838527e-07,1.4779398048492139e-05,4044.992699197748
Lang_L5.mlp.down_proj,Stage1->Stage2,3.5904472687160234e-05,5.170227152133985e-09,4.223108979025353e-05,0.0030543776075071098,3.692246550641175e-09,4.196720542687481e-05,0.0025811501075460514,7.144276279663432e-13,6.196515323893368e-07,3.590434725289813e-05,5168.118373517208
Lang_L5.mlp.down_proj,Base->Stage2,3.723347904571461e-05,5.56110835599813e-09,4.445285837222752e-05,0.0031677331807865704,3.9442026041041e-09,4.348793161625371e-05,0.0026677647072638126,7.682973001687573e-13,6.390074079432615e-07,3.7233389078340503e-05,5133.693172210486
Lang_L6.self_attn.q_proj,Base->Stage1,2.2548536715096813e-05,8.739497434045908e-10,1.3277161280026567e-05,0.0010217432274908082,4.256375459375585e-13,5.193009911926638e-07,2.254854397183459e-05,4.2563754593850057e-13,5.193009911932217e-07,2.254854397185954e-05,0.9999999999977867
Lang_L6.self_attn.q_proj,Stage1->Stage2,6.435150560649041e-05,7.003807298390862e-09,5.2145166459738324e-05,0.002892434198828485,3.4667326323138995e-12,1.4785075613915392e-06,6.435118783639868e-05,3.466732632317324e-12,1.478507561392264e-06,6.435118783643047e-05,0.9999999999990121
Lang_L6.self_attn.q_proj,Base->Stage2,6.62599287277188e-05,7.505127148575423e-09,5.4667009477805256e-05,0.0029941628715915865,3.675404409917027e-12,1.5217987660227568e-06,6.62596228580077e-05,3.675404409918137e-12,1.521798766022978e-06,6.625962285801769e-05,0.999999999999698
Lang_L6.self_attn.k_proj,Base->Stage1,2.0135229227728663e-05,7.667550865596549e-10,1.1723855522172144e-05,0.0008288238316191794,6.412751248712799e-10,1.5791361281405747e-05,0.0007579771161516144,4.525287821066571e-13,5.31534266447011e-07,2.0135248813926364e-05,1417.0924595910828
Lang_L6.self_attn.k_proj,Stage1->Stage2,6.286015900694531e-05,6.578598961282559e-09,4.8187858621373536e-05,0.002427715948576877,5.414651311594103e-09,5.3047041688069414e-05,0.0022025025127991927,4.410452570077808e-12,1.6333204007533841e-06,6.285976358838084e-05,1227.6860992291727
Lang_L6.self_attn.k_proj,Base->Stage2,6.64572499822683e-05,6.985030561254459e-09,5.022862755987845e-05,0.0025015853253426068,5.721742301585638e-09,5.494219261772814e-05,0.002264098475513691,4.9296692596038164e-12,1.7355876329876362e-06,6.64568965810279e-05,1160.674682269755
Lang_L6.self_attn.v_proj,Base->Stage1,3.063921823941863e-05,8.459442198981942e-10,1.4090036350139501e-05,0.0012576348634989415,7.155262175449437e-10,1.7531379533112998e-05,0.0011566353998572205,5.020994857411809e-13,5.528603076188307e-07,3.0639282628998366e-05,1425.0686126250657
Lang_L6.self_attn.v_proj,Stage1->Stage2,8.48037532662805e-05,6.043531848278045e-09,5.080910592261678e-05,0.0033614340389170193,5.0732686806801535e-09,5.307247737042154e-05,0.0030798042758922823,3.8464734460931224e-12,1.5230087857535091e-06,8.480287096027427e-05,1318.9402583379567
Lang_L6.self_attn.v_proj,Base->Stage2,8.920768647265005e-05,6.56908956297431e-09,5.366335926026977e-05,0.0035045461026735583,5.487694162230766e-09,5.563749986731671e-05,0.003203126834034321,4.2563660387834415e-12,1.6035568764253218e-06,8.920694581952264e-05,1289.2909379098571
Lang_L6.self_attn.o_proj,Base->Stage1,2.6190278751567105e-05,8.750067244880375e-10,1.3773783424597674e-05,0.0011810453664541356,4.302875754100886e-13,5.231118083388307e-07,2.6190288822362143e-05,4.3028757541024977e-13,5.231118083389692e-07,2.6190288822367042e-05,0.9999999999996255
Lang_L6.self_attn.o_proj,Stage1->Stage2,7.194899944761391e-05,6.498264868279476e-09,5.181599760984562e-05,0.0032185256286465635,3.2473398951355416e-12,1.436631990151567e-06,7.194856578349755e-05,3.2473398951354422e-12,1.4366319901515816e-06,7.194856578349645e-05,1.0000000000000306
Lang_L6.self_attn.o_proj,Base->Stage2,7.632447861607227e-05,7.025077586632703e-09,5.453312500165036e-05,0.003346446063670195,3.654317325063801e-12,1.5240761138625013e-06,7.632404792768626e-05,3.6543173250655745e-12,1.5240761138629144e-06,7.632404792770476e-05,0.9999999999995148
Lang_L6.mlp.gate_proj,Base->Stage1,1.147152406022261e-05,7.776145134149261e-10,1.2664969967299234e-05,0.001051958082481839,5.635029559155973e-10,1.5133415327066888e-05,0.0008954974534995371,9.24717246979947e-14,2.3058385658697393e-07,1.1471513876941363e-05,6093.786589965238
Lang_L6.mlp.gate_proj,Stage1->Stage2,4.1592399044166625e-05,6.228476382181913e-09,4.797359258396632e-05,0.002977195235287792,4.705301212392308e-09,4.8161043783018256e-05,0.0025876773199522535,1.2156132646390561e-12,7.868591926856714e-07,4.159241325168027e-05,3870.72216901929
Lang_L6.mlp.gate_proj,Base->Stage2,4.1300082786963666e-05,6.6705137863252606e-09,5.0489712086511823e-05,0.0030810308531774174,5.005706215259084e-09,4.9752804465832214e-05,0.0026690031289777058,1.1985842360781837e-12,7.955980049970827e-07,4.1300060232380004e-05,4176.349116385811
Lang_L6.mlp.up_proj,Base->Stage1,1.1777513383861182e-05,7.269222703955309e-10,1.204994758593713e-05,0.0010572619889066086,5.482614915789801e-10,1.4800848824291123e-05,0.0009181898825921317,9.020497438288478e-14,2.3243177769977167e-07,1.177752067086797e-05,6077.951857198305
Lang_L6.mlp.up_proj,Stage1->Stage2,3.2398408868365065e-05,5.5212413004155965e-09,4.425483106947401e-05,0.002913775609224843,4.1681761038653194e-09,4.511294792290271e-05,0.0025316914173507403,6.826059995453786e-13,6.198394702533764e-07,3.2398342339623355e-05,6106.269365697577
Lang_L6.mlp.up_proj,Base->Stage2,3.3643772505121784e-05,5.934489847010306e-09,4.665298443955521e-05,0.003020851907318563,4.455375425576003e-09,4.677619246955783e-05,0.002617459027329478,7.360929359688366e-13,6.261035602534668e-07,3.364372423520946e-05,6052.7349304227355
Lang_L6.mlp.down_proj,Base->Stage1,1.5939239938197773e-05,7.919648037306865e-10,1.2941975515408522e-05,0.0011181787533489952,5.730145765425802e-10,1.535878135264473e-05,0.000951132737718247,1.6092380140639138e-13,2.895087339361108e-07,1.5939270349358203e-05,3560.7820069792474
Lang_L6.mlp.down_proj,Stage1->Stage2,4.2644023688901074e-05,5.80803483434719e-09,4.6903465926472014e-05,0.0030281017416058276,4.303360789752649e-09,4.6430687140074476e-05,0.002606512043863837,1.1518601703231968e-12,7.805864277940944e-07,4.2643784247158355e-05,3736.0097176944514
Lang_L6.mlp.down_proj,Base->Stage2,3.7328947549432105e-05,6.248698527381386e-09,4.932319926053025e-05,0.0031408749290199986,4.603384028761833e-09,4.804683338865148e-05,0.002695842154841739,8.826256774686986e-13,7.239692323453997e-07,3.732880917228965e-05,5215.556431537295
Lang_L7.self_attn.q_proj,Base->Stage1,2.3560377832257765e-05,7.962022828291837e-10,1.2609594362195109e-05,0.0010300286800300886,4.165716093164577e-13,5.141254502654551e-07,2.356038821009167e-05,4.1657160931611375e-13,5.14125450265308e-07,2.3560388210081934e-05,1.0000000000008258
Lang_L7.self_attn.q_proj,Stage1->Stage2,6.670986019701931e-05,6.842640734212698e-09,5.2063352580948574e-05,0.003019591228230251,3.339679915585565e-12,1.4531738277113488e-06,6.670965709704351e-05,3.3396799155883116e-12,1.4531738277119432e-06,6.670965709707096e-05,0.9999999999991777
Lang_L7.self_attn.q_proj,Base->Stage2,6.927832747396e-05,7.302335754785594e-09,5.439274431569968e-05,0.003119372108637255,3.6018029965555282e-12,1.5089234027047255e-06,6.927814706973852e-05,3.6018029965555884e-12,1.5089234027046997e-06,6.927814706973911e-05,0.9999999999999833
Lang_L7.self_attn.k_proj,Base->Stage1,2.5723042301881186e-05,7.366561771961869e-10,1.1878832256673189e-05,0.0009289042340086507,6.210550256927931e-10,1.5664026182529277e-05,0.0008529107047555515,5.648949249616676e-13,5.862532246758253e-07,2.5723044050979567e-05,1099.4168972839266
Lang_L7.self_attn.k_proj,Stage1->Stage2,6.68625110903278e-05,6.3228759589022525e-09,4.887931473424034e-05,0.0027214221646147856,5.277183775277054e-09,5.274580229947433e-05,0.0024862208020561775,3.816702558072615e-12,1.5442034428734019e-06,6.68625205798346e-05,1382.6552357650746
Lang_L7.self_attn.k_proj,Base->Stage2,7.120791163361427e-05,6.767034201974184e-09,5.116950326156111e-05,0.002815384869818295,5.616706191998363e-09,5.480764180815677e-05,0.002564953167606654,4.328919475403999e-12,1.6417727080994338e-06,7.120792658191784e-05,1297.4845625822552
Lang_L7.self_attn.v_proj,Base->Stage1,2.4956995179789212e-05,7.086071950287582e-10,1.1967094779796739e-05,0.0010758770872343396,6.061757634311885e-10,1.562341667860348e-05,0.0009950826720757707,3.8129818645119654e-13,4.858788468126623e-07,2.495699255612594e-05,1589.768283644262
Lang_L7.self_attn.v_proj,Stage1->Stage2,7.40305181090136e-05,5.548752171289589e-09,4.652997447962548e-05,0.0030106445672253837,4.699575024053564e-09,5.022115947085211e-05,0.002770710278717096,3.3550717975932796e-12,1.4394500234649284e-06,7.403084925882506e-05,1400.7375423157105
Lang_L7.self_attn.v_proj,Base->Stage2,7.645435965936717e-05,5.9781522931434755e-09,4.8957323759202254e-05,0.0031249660936623087,5.045945972290616e-09,5.244713735812053e-05,0.0028709995232863873,3.5783651856003804e-12,1.4863496112727043e-06,7.645469361388334e-05,1410.1260521413228
Lang_L7.self_attn.o_proj,Base->Stage1,2.5395975406814174e-05,8.01458594787491e-10,1.2800460408138141e-05,0.0011439638456834367,3.9499028506194106e-13,5.011861545117694e-07,2.5395979088845192e-05,3.9499028506206274e-13,5.011861545118113e-07,2.539597908884911e-05,0.9999999999996919
Lang_L7.self_attn.o_proj,Stage1->Stage2,6.701440547871578e-05,5.93867705854224e-09,4.844401337522619e-05,0.0031139799681844066,2.750380819416081e-12,1.3225923669030755e-06,6.701428297620255e-05,2.7503808194150335e-12,1.3225923669028843e-06,6.701428297618978e-05,1.0000000000003808
Lang_L7.self_attn.o_proj,Base->Stage2,6.990351835285247e-05,6.401310676291555e-09,5.0970331566704656e-05,0.0032329978259105275,2.992641460827679e-12,1.3797962455647706e-06,6.990340070391494e-05,2.992641460828067e-12,1.3797962455648204e-06,6.990340070391947e-05,0.9999999999998704
Lang_L7.mlp.gate_proj,Base->Stage1,1.1165128474990782e-05,7.470058664916113e-10,1.191668876361504e-05,0.0010378120728968354,5.660551931445128e-10,1.5018065594639047e-05,0.0009034125135099154,8.645975546808203e-14,2.2082132056960495e-07,1.1165128191441807e-05,6547.036711819997
Lang_L7.mlp.gate_proj,Stage1->Stage2,3.460222600273703e-05,6.453476912865633e-09,4.9081107562332827e-05,0.0030503777401145204,4.903515913768606e-09,4.918168185167289e-05,0.002658952243755431,8.304139804702723e-13,6.919180433249162e-07,3.460222842384002e-05,5904.9052991517465
Lang_L7.mlp.gate_proj,Base->Stage2,3.6717542112346564e-05,6.878354456300417e-09,5.1335703393785826e-05,0.003149191124508376,5.212084318350447e-09,5.081890857137423e-05,0.002741337197637737,9.350476792026517e-13,7.330529962060203e-07,3.671754374904034e-05,5574.137484406117
